pt,model_run,fcst_time,fcst_dt,sfc_air_temperature,sfc_dewpoint,v_wind_10m,u_wind_10m,sfc_pressure,sea_level_pressure,cloud_cover
KBOS,2021-06-27 00:00:00 UTC,2021-07-05 09:00:00 UTC,201.0,21.540000915527344,8.699999809265137,1.1799999475479126,0.2899999916553497,1017.780029296875,920.030029296875,71.30000305175781
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 22:00:00 UTC,118.0,20.700000762939453,14.149999618530273,-0.33000001311302185,0.15000000596046448,1015.6400146484376,917.6799926757811,48.70000076293945
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 12:00:00 UTC,12.0,22.68000030517578,9.4399995803833,4.090000152587891,2.180000066757202,1012.1599731445312,915.0800170898434,37.599998474121094
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 01:00:00 UTC,25.0,16.770000457763672,11.6899995803833,-1.100000023841858,0.23000000417232516,1013.6500244140624,915.0700073242189,99.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-08 00:00:00 UTC,264.0,20.840000152587887,12.850000381469727,-2.190000057220459,-0.4099999964237213,1017.469970703125,919.3200073242189,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-10 18:00:00 UTC,330.0,30.540000915527344,9.649999618530272,2.5799999237060547,1.4700000286102295,1013.0999755859376,917.22998046875,47.599998474121094
KBOS,2021-06-27 00:00:00 UTC,2021-07-05 12:00:00 UTC,204.0,26.21999931335449,8.850000381469727,2.5799999237060547,1.4600000381469729,1015.7899780273438,919.1199951171876,60.4000015258789
KBOS,2021-06-27 00:00:00 UTC,2021-06-30 23:00:00 UTC,95.0,18.25,10.449999809265137,-0.2700000107288361,-0.9900000095367432,1017.8499755859376,919.219970703125,60.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 02:00:00 UTC,2.0,16.909999847412106,11.149999618530273,-2.400000095367432,-1.0700000524520874,1013.8900146484376,915.0999755859376,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 15:00:00 UTC,39.0,22.170000076293945,2.690000057220459,2.880000114440918,2.930000066757202,1012.9099731445312,915.5999755859376,2.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-29 02:00:00 UTC,50.0,16.0,6.710000038146973,-1.7100000381469729,0.8799999952316285,1016.4600219726562,917.22998046875,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-30 06:00:00 UTC,78.0,13.710000038146973,6.650000095367432,-1.4800000190734863,-0.699999988079071,1018.280029296875,918.780029296875,3.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 18:00:00 UTC,18.0,22.59000015258789,12.3100004196167,4.820000171661377,-1.2699999809265137,1009.9099731445312,912.9199829101561,57.5
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 21:00:00 UTC,21.0,18.170000076293945,12.75,0.9100000262260436,0.3700000047683716,1013.22998046875,915.010009765625,90.8000030517578
KBOS,2021-06-27 00:00:00 UTC,2021-07-09 21:00:00 UTC,309.0,19.26000022888184,14.850000381469727,-3.9300000667572017,-0.6600000262260437,1018.9299926757812,920.3599853515624,75.5
